"","Rk","Pk","Tm","Player","College","Yrs","G","TOTMP","TOTPTS","TOTTRB","TOTAST","FG%","3P%","FT%","WS","WS/48","BPM","VORP","DraftYr","MPG","PPG","RPG","APG","playerurl","DraftYear"
"627",10,10,"BOS","Joe Johnson","Arkansas",18,1277,44236,20407,5059,5001,0.441,0.371,0.802,82.9,0.09,0.4,26.5,2001,34.6,16,4,3.9,"https://www.sports-reference.com/cbb/players/joe-johnson-1.html",2001
"628",11,11,"BOS","Kedrick Brown","Okaloosa-Walton Community College",4,143,1935,509,347,103,0.405,0.274,0.64,3,0.074,-1.1,0.4,2001,13.5,3.6,2.4,0.7,"https://www.sports-reference.com/cbb/players/kedrick-brown-1.html",2001
"629",12,12,"OKC","Vladimir Radmanović","",12,737,16164,5879,2784,998,0.415,0.378,0.758,26.5,0.079,-0.1,7.6,2001,21.9,8,3.8,1.4,NA,2001
"630",13,13,"HOU","Richard Jefferson","Arizona",17,1181,34293,14904,4720,2412,0.464,0.376,0.768,83,0.116,0.2,19.4,2001,29,12.6,4,2,"https://www.sports-reference.com/cbb/players/richard-jefferson-1.html",2001
"631",14,14,"GSW","Troy Murphy","Notre Dame",12,729,19921,7860,5708,1088,0.445,0.388,0.785,50.3,0.121,0.1,10.6,2001,27.3,10.8,7.8,1.5,"https://www.sports-reference.com/cbb/players/troy-murphy-1.html",2001
"632",15,15,"ORL","Steven Hunter","DePaul",8,400,5993,1817,1264,79,0.56,0,0.485,10.6,0.085,-2.3,-0.5,2001,15,4.5,3.2,0.2,"https://www.sports-reference.com/cbb/players/steven-hunter-1.html",2001
"633",16,16,"CHA","Kirk Haston","Indiana",2,27,134,32,27,8,0.232,0,0.5,-0.5,-0.197,-13.3,-0.4,2001,5,1.2,1,0.3,"https://www.sports-reference.com/cbb/players/kirk-haston-1.html",2001
"634",17,17,"TOR","Michael Bradley","Villanova",5,173,2016,483,591,93,0.477,0.143,0.511,2,0.047,-4,-1,2001,11.7,2.8,3.4,0.5,"https://www.sports-reference.com/cbb/players/michael-bradley-1.html",2001
"635",18,18,"HOU","Jason Collins","Stanford",13,735,14974,2621,2706,626,0.411,0.206,0.647,20.1,0.064,-3.7,-6.5,2001,20.4,3.6,3.7,0.9,"https://www.sports-reference.com/cbb/players/jason-collins-1.html",2001
"636",19,19,"POR","Zach Randolph","Michigan State",17,1116,34616,18578,10208,2049,0.471,0.273,0.764,81.1,0.112,0.2,18.8,2001,31,16.6,9.1,1.8,"https://www.sports-reference.com/cbb/players/zach-randolph-1.html",2001
"637",20,20,"CLE","Brendan Haywood","UNC",13,816,18680,5538,4875,442,0.528,0,0.587,43.8,0.113,-1.4,2.9,2001,22.9,6.8,6,0.5,"https://www.sports-reference.com/cbb/players/brendan-haywood-1.html",2001
"638",21,21,"BOS","Joseph Forte","UNC",2,25,125,30,17,17,0.234,0,0.8,-0.4,-0.166,-8.6,-0.2,2001,5,1.2,0.7,0.7,"https://www.sports-reference.com/cbb/players/joseph-forte-1.html",2001
"639",22,22,"ORL","Jeryl Sasser","SMU",2,82,1061,204,191,67,0.303,0.295,0.687,0.7,0.032,-2.5,-0.1,2001,12.9,2.5,2.3,0.8,"https://www.sports-reference.com/cbb/players/jeryl-sasser-1.html",2001
"640",23,23,"HOU","Brandon Armstrong","Pepperdine",3,108,699,239,63,24,0.352,0.333,0.6,-0.6,-0.039,-8,-1,2001,6.5,2.2,0.6,0.2,"https://www.sports-reference.com/cbb/players/brandon-armstrong-1.html",2001
"641",24,24,"UTA","Raül López","",2,113,2135,733,194,428,0.429,0.346,0.853,2.1,0.047,-2.4,-0.2,2001,18.9,6.5,1.7,3.8,NA,2001
"642",25,25,"SAC","Gerald Wallace","Alabama",14,832,24731,9933,4838,1725,0.469,0.312,0.709,59.7,0.116,1.8,23.5,2001,29.7,11.9,5.8,2.1,"https://www.sports-reference.com/cbb/players/gerald-wallace-1.html",2001
"643",26,26,"PHI","Samuel Dalembert","Seton Hall",13,886,21646,6814,6942,465,0.521,0.083,0.706,51.3,0.114,-1.1,4.6,2001,24.4,7.7,7.8,0.5,"https://www.sports-reference.com/cbb/players/samuel-dalembert-1.html",2001
"644",27,27,"MEM","Jamaal Tinsley","Iowa State",11,547,14443,4652,1605,3330,0.393,0.299,0.716,17.2,0.057,0,7.1,2001,26.4,8.5,2.9,6.1,"https://www.sports-reference.com/cbb/players/jamaal-tinsley-1.html",2001
"645",28,28,"SAS","Tony Parker","",18,1254,38279,19473,3396,7036,0.491,0.324,0.751,111.3,0.14,1.1,30.1,2001,30.5,15.5,2.7,5.6,NA,2001
"646",30,30,"CHI","Trenton Hassell","Austin Peay State University",9,644,16278,3741,1826,1132,0.445,0.318,0.765,13.8,0.041,-2.9,-3.7,2001,25.3,5.8,2.8,1.8,"https://www.sports-reference.com/cbb/players/trenton-hassell-1.html",2001
"647",31,31,"GSW","Gilbert Arenas","Arizona",11,552,19351,11402,2168,2909,0.421,0.351,0.803,51.3,0.127,2.6,22.3,2001,35.1,20.7,3.9,5.3,"https://www.sports-reference.com/cbb/players/gilbert-arenas-1.html",2001
"648",32,32,"ORL","Omar Cook","St. John's",2,22,213,37,13,46,0.333,0,0.5,-0.1,-0.021,-2.7,0,2001,9.7,1.7,0.6,2.1,"https://www.sports-reference.com/cbb/players/omar-cook-1.html",2001
"649",33,33,"MEM","Will Solomon","Clemson",2,115,1584,584,132,225,0.378,0.298,0.692,0,0,-3.3,-0.5,2001,13.8,5.1,1.1,2,"https://www.sports-reference.com/cbb/players/will-solomon-1.html",2001
"650",34,34,"ATL","Terence Morris","Maryland",3,139,1934,472,377,93,0.407,0.196,0.711,1,0.025,-2.8,-0.4,2001,13.9,3.4,2.7,0.7,"https://www.sports-reference.com/cbb/players/terence-morris-1.html",2001
"651",35,35,"BRK","Brian Scalabrine","USC",11,520,6772,1594,1034,436,0.39,0.344,0.783,7.6,0.054,-2.7,-1.2,2001,13,3.1,2,0.8,"https://www.sports-reference.com/cbb/players/brian-scalabrine-1.html",2001
"652",36,36,"CLE","Jeff Trepagnier","USC",3,31,270,88,43,22,0.337,0.462,0.7,-0.2,-0.038,-2.8,-0.1,2001,8.7,2.8,1.4,0.7,"https://www.sports-reference.com/cbb/players/jeff-trepagnier-1.html",2001
"653",37,37,"PHI","Damone Brown","Syracuse",4,39,351,108,52,19,0.336,0.286,0.667,-0.7,-0.1,-8.6,-0.6,2001,9,2.8,1.3,0.5,"https://www.sports-reference.com/cbb/players/damone-brown-1.html",2001
"654",38,38,"DET","Mehmet Okur","",10,634,18429,8561,4436,1089,0.458,0.375,0.797,54.7,0.142,1.1,14.5,2001,29.1,13.5,7,1.7,NA,2001
"655",39,39,"NYK","Michael Wright","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/michael-wright-1.html",2001
"656",40,40,"OKC","Earl Watson","UCLA",13,878,19494,5593,1985,3871,0.411,0.324,0.703,19.2,0.047,-1.4,2.8,2001,22.2,6.4,2.3,4.4,"https://www.sports-reference.com/cbb/players/earl-watson-1.html",2001
"657",41,41,"IND","Jamison Brewer","Auburn",4,54,468,89,50,56,0.372,0.25,0.393,0,-0.001,-2.4,0,2001,8.7,1.6,0.9,1,"https://www.sports-reference.com/cbb/players/jamison-brewer-1.html",2001
"658",42,42,"OKC","Bobby Simmons","DePaul",10,466,11513,4189,1791,710,0.437,0.396,0.823,20.1,0.084,-0.7,3.6,2001,24.7,9,3.8,1.5,"https://www.sports-reference.com/cbb/players/bobby-simmons-1.html",2001
"659",43,43,"NYK","Eric Chenowith","Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/eric-chenowith-1.html",2001
"660",44,44,"DAL","Kyle Hill","Eastern Illinois University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/kyle-hill-1.html",2001
"661",45,45,"CHI","Sean Lampley","California",2,45,550,203,94,33,0.463,0,0.691,1.1,0.096,-1.7,0,2001,12.2,4.5,2.1,0.7,"https://www.sports-reference.com/cbb/players/sean-lampley-1.html",2001
"662",46,46,"MIN","Loren Woods","Arizona",6,215,2428,555,682,74,0.419,0.143,0.642,3.1,0.062,-2.5,-0.3,2001,11.3,2.6,3.2,0.3,"https://www.sports-reference.com/cbb/players/loren-woods-1.html",2001
"663",47,47,"DEN","Ousmane Cisse","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,2001
"664",48,48,"MEM","Antonis Fotsis","",1,28,320,108,62,10,0.404,0.304,0.85,0.1,0.017,-3.4,-0.1,2001,11.4,3.9,2.2,0.4,NA,2001
"665",49,49,"MIA","Ken Johnson","Ohio State",1,16,156,32,32,0,0.405,NA,0.333,0,-0.002,-6.8,-0.2,2001,9.8,2,2,0,"https://www.sports-reference.com/cbb/players/ken-johnson-1.html",2001
"666",50,50,"POR","Ruben Boumtje-Boumtje","Georgetown",3,44,276,43,57,6,0.368,NA,0.556,0.2,0.027,-5.4,-0.2,2001,6.3,1,1.3,0.1,"https://www.sports-reference.com/cbb/players/ruben-boumtje-boumtje-1.html",2001
"667",51,51,"PHO","Alton Ford","Houston",3,73,524,186,124,11,0.507,NA,0.697,0.8,0.074,-6.4,-0.6,2001,7.2,2.5,1.7,0.2,"https://www.sports-reference.com/cbb/players/alton-ford-1.html",2001
"668",52,52,"MIL","Andre Hutson","Michigan State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/andre-hutson-1.html",2001
"669",53,53,"UTA","Jarron Collins","Stanford",10,542,8542,2095,1579,419,0.455,0,0.699,15.7,0.088,-3.1,-2.5,2001,15.8,3.9,2.9,0.8,"https://www.sports-reference.com/cbb/players/jarron-collins-1.html",2001
"670",54,54,"DAL","Kenny Satterfield","Cincinnati",2,75,1062,321,95,176,0.335,0.218,0.746,-1.1,-0.051,-4.1,-0.6,2001,14.2,4.3,1.3,2.3,"https://www.sports-reference.com/cbb/players/kenny-satterfield-1.html",2001
"671",55,55,"SAC","Maurice Jeffers","Saint Louis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/maurice-jeffers-1.html",2001
"672",56,56,"SAS","Robertas Javtokas","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,2001
"673",57,57,"PHI","Alvin Jones","Georgia Tech",1,23,126,26,36,3,0.4,NA,0.5,0.1,0.034,-8.7,-0.2,2001,5.5,1.1,1.6,0.1,"https://www.sports-reference.com/cbb/players/alvin-jones-1.html",2001
"674",58,58,"SAS","Bryan Bracey","Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/bryan-bracey-1.html",2001
"675",1,1,"HOU","Yao Ming","",8,486,15818,9247,4494,769,0.524,0.2,0.833,65.9,0.2,3.2,20.7,2002,32.5,19,9.2,1.6,NA,2002
"676",2,2,"CHI","Jay Williams","Duke",1,75,1961,714,195,350,0.399,0.322,0.64,0.8,0.02,-2,0,2002,26.1,9.5,2.6,4.7,"https://www.sports-reference.com/cbb/players/jay-williams-1.html",2002
"677",3,3,"GSW","Mike Dunleavy","Duke",15,986,27340,11048,4211,2185,0.441,0.377,0.803,58.5,0.103,0.3,15.7,2002,27.7,11.2,4.3,2.2,"https://www.sports-reference.com/cbb/players/mike-dunleavy-1.html",2002
"678",4,4,"MEM","Drew Gooden","Kansas",14,790,20127,8653,5618,896,0.462,0.257,0.76,43.9,0.105,-1.2,4.3,2002,25.5,11,7.1,1.1,"https://www.sports-reference.com/cbb/players/drew-gooden-1.html",2002
"679",5,5,"DEN","Nikoloz Tskitishvili","",4,172,1946,507,307,114,0.304,0.235,0.73,-1.6,-0.039,-6.1,-2,2002,11.3,2.9,1.8,0.7,NA,2002
"680",6,6,"CLE","Dajuan Wagner","Memphis",4,103,2202,964,142,195,0.366,0.321,0.77,0,0,-4.9,-1.6,2002,21.4,9.4,1.4,1.9,"https://www.sports-reference.com/cbb/players/dajuan-wagner-1.html",2002
"681",7,7,"NYK","Nenê","",17,965,25237,10909,5828,1719,0.548,0.132,0.66,73.3,0.139,1,18.8,2002,26.2,11.3,6,1.8,NA,2002
"682",8,8,"LAC","Chris Wilcox","Maryland",11,628,12474,5150,3076,455,0.541,0,0.643,26.9,0.103,-1.6,1.2,2002,19.9,8.2,4.9,0.7,"https://www.sports-reference.com/cbb/players/chris-wilcox-1.html",2002
"683",9,9,"PHO","Amar'e Stoudemire","",14,846,26254,15994,6632,1050,0.537,0.236,0.761,92.5,0.169,1.3,21.9,2002,31,18.9,7.8,1.2,NA,2002
"684",10,10,"MIA","Caron Butler","UConn",14,881,28333,12430,4387,2007,0.434,0.348,0.847,50.9,0.086,-0.2,12.6,2002,32.2,14.1,5,2.3,"https://www.sports-reference.com/cbb/players/caron-butler-1.html",2002
"685",11,11,"WAS","Jared Jeffries","Indiana",11,629,13579,3003,2563,798,0.426,0.25,0.583,13.1,0.046,-2.4,-1.5,2002,21.6,4.8,4.1,1.3,"https://www.sports-reference.com/cbb/players/jared-jeffries-1.html",2002
"686",12,12,"LAC","Melvin Ely","Fresno State",9,375,6005,1992,1215,261,0.46,0,0.625,4,0.032,-4,-3.1,2002,16,5.3,3.2,0.7,"https://www.sports-reference.com/cbb/players/melvin-ely-1.html",2002
"687",13,13,"MIL","Marcus Haislip","Tennessee",4,89,854,311,131,16,0.437,0.35,0.659,0.5,0.026,-4.7,-0.6,2002,9.6,3.5,1.5,0.2,"https://www.sports-reference.com/cbb/players/marcus-haislip-1.html",2002
"688",14,14,"IND","Fred Jones","Oregon",7,430,10299,3206,958,990,0.411,0.353,0.809,16.5,0.077,-1,2.6,2002,24,7.5,2.2,2.3,"https://www.sports-reference.com/cbb/players/fred-jones-1.html",2002
"689",15,15,"HOU","Boštjan Nachbar","",6,317,5628,2252,836,283,0.406,0.375,0.784,8.7,0.074,-1.6,0.6,2002,17.8,7.1,2.6,0.9,NA,2002
"690",16,16,"PHI","Jiří Welsch","",4,247,4596,1519,602,375,0.403,0.343,0.752,5.7,0.059,-1.9,0.1,2002,18.6,6.1,2.4,1.5,NA,2002
"691",17,17,"WAS","Juan Dixon","Maryland",7,436,8509,3678,816,775,0.413,0.341,0.833,6.1,0.034,-2.1,-0.3,2002,19.5,8.4,1.9,1.8,"https://www.sports-reference.com/cbb/players/juan-dixon-1.html",2002
"692",18,18,"ORL","Curtis Borchardt","Stanford",2,83,1117,258,278,64,0.421,0,0.742,1,0.041,-3.8,-0.5,2002,13.5,3.1,3.3,0.8,"https://www.sports-reference.com/cbb/players/curtis-borchardt-1.html",2002
"693",19,19,"UTA","Ryan Humphrey","Notre Dame",3,85,772,197,189,18,0.344,0,0.539,-0.4,-0.027,-8.1,-1.2,2002,9.1,2.3,2.2,0.2,"https://www.sports-reference.com/cbb/players/ryan-humphrey-1.html",2002
"694",20,20,"TOR","Kareem Rush","Missouri",7,346,5956,2213,572,353,0.4,0.358,0.703,1.7,0.013,-3.2,-1.8,2002,17.2,6.4,1.7,1,"https://www.sports-reference.com/cbb/players/kareem-rush-1.html",2002
"695",21,21,"POR","Qyntel Woods","Northeast Mississippi Community College",4,167,2060,691,385,105,0.452,0.357,0.603,1.4,0.032,-2.7,-0.4,2002,12.3,4.1,2.3,0.6,"https://www.sports-reference.com/cbb/players/qyntel-woods-1.html",2002
"696",22,22,"PHO","Casey Jacobsen","Stanford",4,287,5320,1488,516,304,0.393,0.352,0.769,6.2,0.056,-2.2,-0.3,2002,18.5,5.2,1.8,1.1,"https://www.sports-reference.com/cbb/players/casey-jacobsen-1.html",2002
"697",23,23,"DET","Tayshaun Prince","Kentucky",14,1017,31576,11272,4332,2406,0.455,0.367,0.756,63.1,0.096,0.3,18,2002,31,11.1,4.3,2.4,"https://www.sports-reference.com/cbb/players/tayshaun-prince-1.html",2002
"698",24,24,"BRK","Nenad Krstić","",7,419,10547,4210,2261,346,0.494,0.143,0.73,21.5,0.098,-2.6,-1.5,2002,25.2,10,5.4,0.8,NA,2002
"699",25,25,"DEN","Frank Williams","Illinois",3,86,952,253,77,166,0.352,0.3,0.833,0.1,0.003,-3.2,-0.3,2002,11.1,2.9,0.9,1.9,"https://www.sports-reference.com/cbb/players/frank-williams-1.html",2002
"700",26,26,"SAS","John Salmons","Miami (FL)",13,895,23672,8292,2603,2183,0.431,0.366,0.799,33.9,0.069,-0.9,6.7,2002,26.4,9.3,2.9,2.4,"https://www.sports-reference.com/cbb/players/john-salmons-1.html",2002
"701",27,27,"LAL","Chris Jefferies","Fresno State",2,72,861,281,88,29,0.383,0.365,0.667,-0.5,-0.03,-5.5,-0.8,2002,12,3.9,1.2,0.4,"https://www.sports-reference.com/cbb/players/chris-jefferies-1.html",2002
"702",28,28,"SAC","Dan Dickau","Gonzaga",6,300,4617,1745,405,752,0.401,0.341,0.831,5.9,0.061,-1.5,0.6,2002,15.4,5.8,1.4,2.5,"https://www.sports-reference.com/cbb/players/dan-dickau-1.html",2002
"703",30,30,"GSW","Steve Logan","Cincinnati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/steve-logan-1.html",2002
"704",31,31,"CHI","Roger Mason","Virginia",10,518,9147,3289,897,677,0.408,0.383,0.866,13,0.068,-1.4,1.4,2002,17.7,6.3,1.7,1.3,"https://www.sports-reference.com/cbb/players/roger-mason-1.html",2002
"705",32,32,"MEM","Robert Archibald","Illinois",2,44,328,51,69,16,0.283,NA,0.429,0,-0.004,-6.1,-0.3,2002,7.5,1.2,1.6,0.4,"https://www.sports-reference.com/cbb/players/robert-archibald-1.html",2002
"706",33,33,"DEN","Vincent Yarbrough","Tennessee",1,59,1381,406,162,130,0.393,0.269,0.79,1,0.035,-2.4,-0.1,2002,23.4,6.9,2.7,2.2,"https://www.sports-reference.com/cbb/players/vincent-yarbrough-1.html",2002
"707",34,34,"MIL","Dan Gadzuric","UCLA",10,527,7793,2465,2326,196,0.5,0,0.498,15.8,0.097,-2.3,-0.7,2002,14.8,4.7,4.4,0.4,"https://www.sports-reference.com/cbb/players/dan-gadzuric-1.html",2002
"708",35,35,"CLE","Carlos Boozer","Duke",13,861,26901,13976,8192,1928,0.521,0.071,0.722,80.3,0.143,1.4,23.1,2002,31.2,16.2,9.5,2.2,"https://www.sports-reference.com/cbb/players/carlos-boozer-1.html",2002
"709",36,36,"NYK","Milos Vujanic","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,2002
"710",37,37,"ATL","David Andersen","",2,103,1264,501,292,57,0.44,0.347,0.674,1.5,0.059,-2.9,-0.3,2002,12.3,4.9,2.8,0.6,NA,2002
"711",38,38,"HOU","Tito Maddox","Fresno State",1,9,35,11,7,5,0.25,0,0.625,0,-0.011,-1.4,0,2002,3.9,1.2,0.8,0.6,"https://www.sports-reference.com/cbb/players/tito-maddox-1.html",2002
"712",39,39,"WAS","Rod Grizzard","Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/rod-grizzard-1.html",2002
"713",40,40,"WAS","Juan Carlos Navarro","",1,82,2117,896,210,177,0.402,0.361,0.849,1.4,0.031,-2.3,-0.2,2002,25.8,10.9,2.6,2.2,NA,2002
"714",41,41,"LAC","Mario Kasun","",2,73,569,198,188,11,0.467,0,0.636,0.8,0.069,-7,-0.7,2002,7.8,2.7,2.6,0.2,NA,2002
"715",42,42,"MIL","Ronald Murray","Shaw",8,487,11077,4817,1006,1096,0.414,0.304,0.725,8.5,0.037,-2.2,-0.5,2002,22.7,9.9,2.1,2.3,"https://www.sports-reference.com/cbb/players/ronald-murray-1.html",2002
"716",43,43,"POR","Jason Jennings","Arkansas State University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/jason-jennings-1.html",2002
"717",44,44,"CHI","Lonny Baxter","Maryland",4,162,1884,637,477,40,0.466,0.2,0.657,2.9,0.075,-4.6,-1.2,2002,11.6,3.9,2.9,0.2,"https://www.sports-reference.com/cbb/players/lonny-baxter-1.html",2002
"718",45,45,"PHI","Sam Clancy","USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/sam-clancy-1.html",2002
"719",46,46,"MEM","Matt Barnes","UCLA",14,929,21967,7589,4281,1691,0.436,0.335,0.745,42.8,0.093,-0.1,10.7,2002,23.6,8.2,4.6,1.8,"https://www.sports-reference.com/cbb/players/matt-barnes-1.html",2002
"720",47,47,"UTA","Jamal Sampson","California",5,72,631,142,242,26,0.491,0,0.537,1.4,0.106,-2.3,-0.1,2002,8.8,2,3.4,0.4,"https://www.sports-reference.com/cbb/players/jamal-sampson-1.html",2002
"721",48,48,"MIL","Chris Owens","Texas",1,1,6,4,1,0,0.667,NA,NA,0,-0.032,-0.5,0,2002,6,4,1,0,"https://www.sports-reference.com/cbb/players/chris-owens-1.html",2002
"722",49,49,"OKC","Peter Fehse","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,2002
"723",50,50,"BOS","Darius Songaila","Wake Forest",8,495,9229,3415,1689,589,0.499,0.158,0.844,15.9,0.083,-2.1,-0.2,2002,18.6,6.9,3.4,1.2,"https://www.sports-reference.com/cbb/players/darius-songaila-1.html",2002
"724",51,51,"POR","Federico Kammerichs","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,2002
"725",52,52,"MIN","Marcus Taylor","Michigan State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/marcus-taylor-1.html",2002
"726",53,53,"MIA","Rasual Butler","La Salle",13,809,17219,6092,1934,658,0.403,0.362,0.747,20.8,0.058,-1.4,2.6,2002,21.3,7.5,2.4,0.8,"https://www.sports-reference.com/cbb/players/rasual-butler-1.html",2002
"727",54,54,"BRK","Tamar Slay","Marshall",3,66,517,173,70,31,0.361,0.265,0.538,-0.3,-0.029,-5.7,-0.5,2002,7.8,2.6,1.1,0.5,"https://www.sports-reference.com/cbb/players/tamar-slay-1.html",2002
"728",55,55,"DAL","Mladen Sekularac","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,2002
"729",56,56,"SAS","Luis Scola","",10,743,19001,8882,4941,1194,0.493,0.339,0.74,45.7,0.115,-0.7,6.4,2002,25.6,12,6.7,1.6,NA,2002
"730",57,57,"SAS","Randy Holcomb","San Diego State",1,4,11,2,1,0,1,NA,NA,0,0.15,-1.7,0,2002,2.8,0.5,0.3,0,"https://www.sports-reference.com/cbb/players/randy-holcomb-1.html",2002
"731",58,58,"SAC","Corsley Edwards","Central Connecticut State University",1,10,110,27,25,3,0.323,NA,0.583,0.1,0.026,-6.2,-0.1,2002,11,2.7,2.5,0.3,"https://www.sports-reference.com/cbb/players/corsley-edwards-1.html",2002
"732",1,1,"CLE","LeBron James","",19,1351,51563,36559,10075,9962,0.505,0.345,0.734,248.3,0.231,8.9,141.4,2003,38.2,27.1,7.5,7.4,NA,2003
"733",2,2,"DET","Darko Miličić","",10,468,8638,2813,1971,405,0.46,0,0.574,7.1,0.04,-2.4,-0.9,2003,18.5,6,4.2,0.9,NA,2003
"734",3,3,"DEN","Carmelo Anthony","Syracuse",19,1241,43048,28042,7728,3406,0.447,0.356,0.814,107.9,0.12,1.4,36.7,2003,34.7,22.6,6.2,2.7,"https://www.sports-reference.com/cbb/players/carmelo-anthony-1.html",2003
"735",4,4,"TOR","Chris Bosh","Georgia Tech",13,893,31936,17189,7592,1795,0.494,0.335,0.799,106,0.159,1.9,31.1,2003,35.8,19.2,8.5,2,"https://www.sports-reference.com/cbb/players/chris-bosh-1.html",2003
"736",5,5,"MIA","Dwyane Wade","Marquette",16,1054,35773,23165,4933,5701,0.48,0.293,0.765,120.7,0.162,5,62.8,2003,33.9,22,4.7,5.4,"https://www.sports-reference.com/cbb/players/dwyane-wade-1.html",2003
"737",6,6,"LAC","Chris Kaman","Central Michigan University",13,735,19642,8208,5582,921,0.489,0.042,0.743,24.6,0.06,-1.9,0.4,2003,26.7,11.2,7.6,1.3,"https://www.sports-reference.com/cbb/players/chris-kaman-1.html",2003
"738",7,7,"CHI","Kirk Hinrich","Kansas",13,879,27015,9594,2576,4245,0.411,0.375,0.8,52.5,0.093,0,13.3,2003,30.7,10.9,2.9,4.8,"https://www.sports-reference.com/cbb/players/kirk-hinrich-1.html",2003
"739",8,8,"MIL","T.J. Ford","Texas",8,429,11882,4797,1331,2495,0.433,0.289,0.815,16.9,0.068,-0.4,4.6,2003,27.7,11.2,3.1,5.8,"https://www.sports-reference.com/cbb/players/t.j.-ford-1.html",2003
"740",9,9,"NYK","Mike Sweetney","Georgetown",4,233,3610,1516,1045,145,0.485,0,0.689,7.8,0.103,-2.7,-0.6,2003,15.5,6.5,4.5,0.6,"https://www.sports-reference.com/cbb/players/mike-sweetney-1.html",2003
"741",10,10,"WAS","Jarvis Hayes","Georgia",7,427,9898,3553,1330,459,0.415,0.356,0.798,10.2,0.049,-2.5,-1.3,2003,23.2,8.3,3.1,1.1,"https://www.sports-reference.com/cbb/players/jarvis-hayes-1.html",2003
"742",11,11,"GSW","Mickaël Piétrus","",10,557,11950,4629,1723,445,0.425,0.355,0.665,19.7,0.079,-0.9,3.2,2003,21.5,8.3,3.1,0.8,NA,2003
"743",12,12,"OKC","Nick Collison","Kansas",14,910,18603,5359,4701,939,0.534,0.208,0.723,44.5,0.115,-1.3,3.1,2003,20.4,5.9,5.2,1,"https://www.sports-reference.com/cbb/players/nick-collison-1.html",2003
"744",13,13,"MEM","Marcus Banks","UNLV",8,348,5571,2061,519,728,0.432,0.327,0.768,6.6,0.057,-2,-0.1,2003,16,5.9,1.5,2.1,"https://www.sports-reference.com/cbb/players/marcus-banks-1.html",2003
"745",14,14,"OKC","Luke Ridnour","Oregon",12,830,21623,7740,1877,3713,0.431,0.349,0.862,36,0.08,-0.6,7.5,2003,26.1,9.3,2.3,4.5,"https://www.sports-reference.com/cbb/players/luke-ridnour-1.html",2003
"746",15,15,"ORL","Reece Gaines","Louisville",3,71,605,123,53,50,0.324,0.269,0.606,-0.6,-0.049,-6.1,-0.6,2003,8.5,1.7,0.7,0.7,"https://www.sports-reference.com/cbb/players/reece-gaines-1.html",2003
"747",16,16,"BOS","Troy Bell","Boston College",1,6,34,11,4,4,0.222,0,1,-0.2,-0.326,-19.6,-0.2,2003,5.7,1.8,0.7,0.7,"https://www.sports-reference.com/cbb/players/troy-bell-1.html",2003
"748",17,17,"PHO","Žarko Čabarkapa","",3,150,1550,640,312,85,0.427,0.273,0.733,1.1,0.035,-3.9,-0.7,2003,10.3,4.3,2.1,0.6,NA,2003
"749",18,18,"NOP","David West","Xavier",15,1034,29144,14034,6590,2273,0.495,0.265,0.817,85.9,0.141,1.7,27.6,2003,28.2,13.6,6.4,2.2,"https://www.sports-reference.com/cbb/players/david-west-1.html",2003
